¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Римские
{SMT_UNITS_DISBANDED}			Следующее число отрядов будет распущено:
{SMT_TAX}					Налог
{SMT_AUTOMANAGE_TAXES_TOOLTIP}	Разрешить помощнику по строительству определять налоговую ставку во всех поселениях
{SMT_AUTOMATE_TAXES}			Только автоматическое управление налогами
{SMT_QUICKSAVE}				Quicksave
{SMT_LOCATE_BATTLE}			Показать позицию битвы
{SMT_ERUPTION_AT_ETNA_BODY}		Бог Вулкан вызвал извержение Этны! Тысячи людей погибли под потоками кипящей лавы.
{SMT_AUTOMANAGE_ALL_TOOLTIP}		Автоматически установить компьютерного помощника по строительству для каждого поселения
{SMT_AUTOMATE_ALL}			Автоматическое управление всем
{SMT_STATE_ICON_DEVASTATION}		Опустошения
{SMT_INAPPROPRIATE_UNITS_FOR_ASSAULT}	Штурм невозможен, поскольку у вас нет отрядов, способных атаковать здания
{SMT_EXCHANGE_COMMANDING_OFFICER}	На этом корабле уже есть флотоводец. Он не может перейти под командование к другому адмиралу.
{SMT_EXCHANGE_IN_ZOC}			Это соединение в настоящее время находится в зоне контроля врага, и в течение этого хода больше не может двигаться.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 12/08/2004 09:53:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_OPEN_DEMANDS}				Что-нибудь подходящее в обмен на наше предложение
{SMT_OPEN_OFFERS}					Назовите вашу цену в ответ на наши разумные требования
{SMT_THIS_CHARACTER_IN_YOUR_FACTION}	Этот шпион является членом вашей фракции
{SMT_CHANCE_OF_SUCCESS_X_PERCENT}		Шансы на успех: %d%%

¬15 provinces and outlive faction

{SMT_SHORT_VICTORY_ROMANS_BRUTII}	Знаменитые предки Брутов гордятся вашей победой. Грязные македоняне и надушенные греки ушли, оставив за собой лишь руины! Поздравляем вас с этим триумфом римского духа!
{SMT_SHORT_VICTORY_ROMANS_JULII}		Ваша победа достойна истинного римлянина. Дом Юлиев может радоваться, глядя на волосатых галльских варваров - в изгнании, в цепях, в отчаянии! Это триумф, радуйтесь же ему!
{SMT_SHORT_VICTORY_ROMANS_SCIPII}	Вы одержали достойнейшую и благороднейшую победу! Ваши вероломные враги в Африке - Карфаген и Нумидия - удостоятся лишь сносок в исторических книгах, в которых будет описываться ваш триумф!
{SMT_SHORT_VICTORY_BRITONS}		Ваша победа достойна скромного праздника, на котором вы будете пить, пить и еще раз пить! Грязных, провонявших луком галлов больше нет, ваши земли защищают храбрые воины! Отмечайте свой триумф!
{SMT_SHORT_VICTORY_CARTHAGE}		Это сладчайшая и достойнейшая из побед! Злобные и лживые Сципионы покоятся в могилах - и нельзя сказать, что они ушли преждевременно - и испанские варвары тоже больше не будут тревожить вас. Это триумф, который стоит отметить!
{SMT_SHORT_VICTORY_EGYPT}		Любой фараон был бы счастлив отпраздновать такую победу. Селевкидам пришел конец, а земли Египта обширны и обильны. Сегодня день радости: день победы под вашим руководством!
{SMT_SHORT_VICTORY_GAULS}		Дом Юлиев и их лживые союзники в Римском Сенате повержены. Галльские воины правят миром, и это стало возможным только благодаря вашему руководству. Празднуйте свой успех!
{SMT_SHORT_VICTORY_GERMANS}		Благодаря вашему чуткому руководству победа пришла к германцам! Жестокие даки и безумные конники из Скифии мертвы или проданы в рабство, германским воинам подчиняются многочисленные земли!
{SMT_SHORT_VICTORY_GREEK_CITIES}		Боги улыбаются вам и даруют вам победу! Македоняне и фракийцы повержены в прах, и все истинные греки празднуют ваш триумф!
{SMT_SHORT_VICTORY_PARTHIA}		Победа! Благодаря вашей решительности парфянская конница правит огромной территорией. Более того, злобные Селевкиды и армяне изгнаны со своих земель и проданы в рабство!
{SMT_SHORT_VICTORY_SELEUCID}		Сегодня благодаря вашему чуткому руководству империя Селевкидов может праздновать победу! Что еще лучше, извращенцы-египтяне, поклоняющиеся смерти, отправились к своим предкам - пусть порадуются!

¬long game, 50 provinces and conquer Rome

{SMT_LONG_VICTORY_ROMANS_BRUTII}	Рим будет процветать под властью Брутов! Вы оправдали самые высокие ожидания. Меч сжат в крепком кулаке Брутов! В другой руке Брутов палка, при помощи которой они будут править всем миром! Именно за это Бруты боролись долгие годы, и они наконец добились своего!
{SMT_LONG_VICTORY_ROMANS_JULII}		Этот момент стоит посмаковать! Рим и Империя - в сущности, весь мир - лежат у ваших ног, а граждане Рима любят вас! Старые бабы из Сената больше не будут беспокоить вас. Ваши враги слабы, испуганы и разбиты. Победа ваша - наслаждайтесь честно заслуженными браздами правления!
{SMT_LONG_VICTORY_ROMANS_SCIPII}	Великий дом Сципионов благословлен богами и вашим великолепным руководством! Победа сладка, и все римляне могут спать спокойно, зная, что мы правим Империей и защищаем ее от всех врагов. Римские армии - армии Сципионов - контролируют империю, которая охватила полмира! Победа ваша!
{SMT_LONG_VICTORY_BRITONS}		Победа за вами! Римскому миру пришел конец, наши воины правят землями, простирающимися от заката до рассвета. По всему миру друиды возносят хвалу древним богам! Это момент, который мы будем смаковать, момент, когда пришла пора поднять бокал за победу и осушить его до дна!
{SMT_LONG_VICTORY_CARTHAGE}		Мир принадлежит вам, победа за вами! Ничто больше не угрожает величию, которого Карфаген достиг под вашим чутким и решительным руководством! Это праздничный день, день, когда мы поразмыслим, каким станет мир в руках у своих новых карфагенских властителей!
{SMT_LONG_VICTORY_EGYPT}		Победа за вами! Все ваши враги превратились в тени, развеяны в прах ветрами пустынь. Много веков спустя фараоны будут принимать ваше имя в подтверждение ваших заслуг перед Египтом. Это вы помогли ему достичь величия!
{SMT_LONG_VICTORY_GAULS}		Галльская храбрость - и ваше храброе руководство - завоевали победу! Отпразднуйте победу и взгляните с гордостью на галльскую империю - настоящее чудо света. Другим народам остается лишь скорбеть и трепетать перед вашей мощью!!
{SMT_LONG_VICTORY_GERMANS}		Вы вывели храбрых германцев из темных лесов на залитые солнцем поля побед! Мир принадлежит вам, и все низшие народы в страхе склоняются перед вашей армией. Это великая победа - для варварского народа! 
{SMT_LONG_VICTORY_GREEK_CITIES}		Мы донесли цивилизацию до всего мира! Греки мудро и справедливо правят обширными землями, и это победа! И еще лучше, эта победа одержана под вашим чутким и мудрым руководством! Поистине олимпийские боги наделили вас удивительным даром командования!
{SMT_LONG_VICTORY_PARTHIA}		Парфия теперь империя, а не какое-то презираемое соседями царство. Ваше военное искусство принесло блестящие победы парфянской армии, парфянское знамя развевается над стенами многих городов и деревень. Отныне мир -- игрушка в руках парфян!
{SMT_LONG_VICTORY_SELEUCID}		Империя Селевкидов теперь -- могущественнейшая сила в мире, которой не страшна больше ни одна внешняя угроза! Благодаря вашим потрясающим качествам истинного командира Селевкиды добились победы, и теперь во всех деревнях и городах будут воздвигнуты статуи в вашу честь! Сами боги с ревностью поглядывают на вас!

¬defeat, by a major power

{SMT_DEFEATED_BY_ROMANS_BRUTII}	Победа была уже у вас в руках, но в последний момент ее вырвали у вас Бруты, жестокие римляне, которые сжали мир в своем железном кулаке. В результате мир стал ужасным, мрачным местом!
{SMT_DEFEATED_BY_ROMANS_JULII}		Победа ускользнула от вас, и теперь вы не сможете править миром. Дом Юлиев, лучшие друзья римской черни, заправляют теперь всем. Римская империя сохранится на века!
{SMT_DEFEATED_BY_ROMANS_SCIPII}	На сей раз боги не улыбнулись вам, и победа ускользнула от вас. Более того, любимцами богов оказались римляне Сципионы - а ведь они всегда этим бахвалились! - и теперь именно они решают судьбы мира!
{SMT_DEFEATED_BY_BRITONS}		Выкрашенные синькой британцы и их друиды с окровавленными руками вырвали у вас победу. На этот раз вам досталась лишь горечь поражения, а не сладкое вино успеха!
{SMT_DEFEATED_BY_CARTHAGE}		Поражение -- вот все, на что вы смогли претендовать! Сегодня победу празднуют карфагеняне и их подлые наемники! Теперь они распространят по всему миру свой гнусный обычай убивать младенцев, и все узнают, что такое настоящий страх. 
{SMT_DEFEATED_BY_EGYPT}		Фараон и его лизоблюды вырвали у вас победу. Какой же мрачный сегодня день: теперь миром будут править эти некрофилы, поклоняющиеся смерти!
{SMT_DEFEATED_BY_GAULS}		Больше вы не сможете мечтать о победе. Ее вырвали у вас отвратительные усатые галлы в штанах! Куда катится мир, если позволяет немытым выскочкам править собой!
{SMT_DEFEATED_BY_GERMANS}		Поражение - вот ваша награда! Боги повернулись к вам спиной. Германцы - да кто они вообще такие, просто дикари из темного леса! - одержали победу над всеми своими врагами! Будь проклят этот день!
{SMT_DEFEATED_BY_GREEK_CITIES}		Это же надо, чтобы из всех народов победа досталась грекам! Будь проклят этот день: теперь миром будут править надушенные хлыщи, считающие себя светочами культуры. Но с другой стороны, кто сказал, что поражение окончательно?..
{SMT_DEFEATED_BY_PARTHIA}		Жестокие, коварные парфяне вырвали победу из ваших рук. Какой печальный день - на вашей земле празднуют победу эти грязные любители лошадей с немытого Востока!
{SMT_DEFEATED_BY_SELEUCID}		Империя Селевкидов добилась триумфа, победа досталась им. Вашим честолюбивым планам не суждено было сбыться, но неужели все свободные люди мира склонятся под пятой жестоких Селевкидов?

¬defeat, by an unplayable faction

{SMT_DEFEATED_BY_ROMANS_SENATE}	Римский Сенат одержал победу, и теперь старые перечницы в Риме празднуют свой успех! Вам так и не удалось ничего добиться, и все из-за их коварных планов и подлостей. 
{SMT_DEFEATED_BY_MACEDON}		При Александре Великом македоняне чуть не завоевали мир. Теперь им снова удалось добиться победы и величия. Все остальные народы -- и вы среди них -- могут "наслаждаться" своим поражением! 
{SMT_DEFEATED_BY_PONTUS}		Вы побеждены! Новая сила поднялась на Востоке, и теперь их полководцы и правители по праву называют себя властителями мира. Народ Понта празднует победу!
{SMT_DEFEATED_BY_ARMENIA}		Новая сила поднялась на Востоке. Армяне одержали заслуженную победу. Все остальные народы -- включая ваш собственный -- должны пасть на колени при виде этой новой Империи!
{SMT_DEFEATED_BY_DACIA}		Победу вырвали варвары даки! И эти немытые людишки теперь станут властителями мира! Это черный день для всех цивилизованных народов!
{SMT_DEFEATED_BY_SCYTHIA}		Вы побеждены! Из диких степей появились скифские всадники и вырвали победу из ваших рук! Ни один другой народ не может поднять голос против степных варваров...
{SMT_DEFEATED_BY_SPAIN}		Вы побеждены! Весь мир согласен, что варвары-испанцы по праву добились победы и теперь могут считать себя властителями мира!
{SMT_DEFEATED_BY_THRACE}		Победу вырвали у вас варвары-фракийцы! И эти немытые людишки теперь станут властителями мира! Это черный день для всех цивилизованных народов!
{SMT_DEFEATED_BY_NUMIDIA}		Ваша участь -- быть побежденным. Хитрые нумидийцы сумели одержать победу и теперь правят почти всем миром. Их империя простирается от Африки до далеких степей!
{SMT_DEFEATED_BY_SLAVE}		Кучка оборванцев, рабов и беглых преступников вырвала у вас победу! Эти мерзавцы, у которых едва хватает ума подметать улицы, теперь ведут себя так, словно они хозяева мира. Что ж, может, так оно и есть...

{SMT_LAND_IMPORTS}		Торговля по суше (импорт и экспорт)
{SMT_1_REGION_LEFT}		Захватить еще 1 регион

{SMT_MISSION_BLOCKADE_PROPOSAL}		Сенат просит вас направить одну из ваших флотилий, чтобы блокировать этот порт на один ход. Таким образом мы усилим давление на эту фракцию, поскольку сократим их доходы.
{SMT_NEED_GOVERNOR_TO_MANAGE}		Чтобы вывести это поселение из режима автоматического управления, введите в него члена семьи в качестве правителя

{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_FORT}			Этот форт сможет продержаться еще %d ходов
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_FORT}		В случае осады этот форт сможет продержаться еще %d ходов
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_FORT_1_TURN}		Этот форт сможет протянуть еще один ход
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_FORT_1_TURN}	В случае осады этот форт сможет продержаться еще 1 ход
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_1_TURN}			Это поселение протянет еще один ход
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_1_TURN}		В случае осады это поселение сможет продержаться еще 1 ход
{SMT_BLOCKADED}					(В блокаде)

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 19/08/2004 16:05:00
¬*
¬****************************************************************************************
¬****************************************************************************************

¬Popular with the people >5, and then the Senate says...

{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_0}		Сенат считает, что вы достойны уважения не больше, чем крысы, живущие в Большой Клоаке! В то же время сенаторы боятся вашей популярности среди черни. Вас считают величайшей угрозой для Республики и римской свободы.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_1}		В Сенате вас часто обвиняют в извращенной любви ко всему иностранному! Они пользуются любой возможностью, чтобы очернить ваше имя, и радуются вашим неудачам. И все это в интересах Рима, разумеется. 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_2}		В Сенате часто обсуждают ваши достоинства, но не могут прийти к единому заключению. Многие Сенаторы с удовольствием бы пришли на Игры в память о вас. Некоторые готовы даже оплатить такие игры.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_3}		Сенаторы отворачиваются от вас на улице и захлопывают перед вами двери. Им нравится порочить вас на публике, обсуждая ваше происхождение, ваши личные привычки и то, кто на самом деле является отцом ваших детей.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_4}		В каждом послании, в котором Сенат прославляет ваши подвиги во благо Республики, сквозит неискренность. Ваша популярность среди черни не нравится большинству сенаторов, а некоторые открыто сомневаются в вашей лояльности.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_5}		Большинство сенаторов признают ваше величие, но озабочены вашими намерениями. Вы не чувствуете открытой враждебности, но определенные недобрые чувства к вам есть всегда, из-за вашей популярности среди простого народа. 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_6}		На людях сенаторы славят ваши подвиги, но большинство ворчит, что ваши амбиции и жажда славы слишком велики для истинного римлянина. Они совершенно не доверяют вам и боятся вашей популярности у черни.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_7}		Сенаторы пока что не особенно доверяют вам. Они приглашают вас к себе обедать, но их похвалы отдают неискренностью, и в них слышится немалая доля страха. 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_8}		Сенат высоко ценит вас, а расстояние еще увеличивает ваше очарование. И чем дальше вы от центра власти в Риме, тем больше Сенат восхищается вами! 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_9}		На публике сенаторы говорят о вас, как о новом воплощении Ромула и отце Республики. Однако в частных беседах самые храбрые из них выражают опасение, что вы собираетесь стать диктатором Рима, а может быть, и чем-то худшим!

¬ Transition messages for popularity with Senate and people

{SMT_SENATE_STANDING_RANKING_UP_TO_9}			В глазах Сената ваше положение не могло бы быть более высоким. Будь вы даже самим Юпитером, к вам бы не могли относиться лучше.
{SMT_SENATE_STANDING_RANKING_UP_TO_6}			Мнение сенаторов о ваших достижениях значительно улучшилось, и сейчас они к вам благосклонны... большинство из них... большую часть времени. 
{SMT_SENATE_STANDING_RANKING_UP_TO_3}			Ваше положение в глазах сенаторов значительно укрепилось. Для начала неплохо и то, что они больше не приказывают своим рабам швыряться навозом в ваших полководцев!

{SMT_SENATE_STANDING_RANKING_DOWN_TO_4}		Ваше положение среди сенаторов Рима пошатнулось, и это повод для беспокойства.
{SMT_SENATE_STANDING_RANKING_DOWN_TO_1}		Ваше положение в глазах римских сенаторов не внушает оптимизма. Может быть, они начнут лучше относиться к вам, если вы будете выполнять их пожелания.

{SMT_SENATE_POPULAR_SUPPORT_UP_TO_9}			Чернь выкрикивает ваше имя с крыш и называет в вашу честь детей! Толпа на вашей стороне, так что, может быть, абсолютная власть не так уж и далека от вас...
{SMT_SENATE_POPULAR_SUPPORT_UP_TO_6}			Теперь чернь знает ваше имя и с одобрением говорит о ваших успехах. Это весьма обнадеживающий знак и хорошая основа для укрепления вашей популярности.
{SMT_SENATE_POPULAR_SUPPORT_UP_TO_3}			Ваша популярность среди черни повысилась. Появилась даже какая-то надежда, что люди начнут произносить ваше имя с одобрением, а не только для того, чтобы пугать им детей!

{SMT_SENATE_POPULAR_SUPPORT_DOWN_TO_4}		То, как к вам относятся простые люди на улицах Рима, не внушает оптимизма. Никто не сможет бросить вызов Сенату без поддержки простого народа!
{SMT_SENATE_POPULAR_SUPPORT_DOWN_TO_1}		Простые люди страстно ненавидят вас, и уже трудно представить, что должно произойти, чтобы вас любили еще меньше. Добиться такого уровня непопулярности очень и очень непросто!

{SMT_SHOW_CHARACTER_INFO}				Показать свиток информации об этом персонаже

{SMT_STATE_ICON_SQUALOUR}				Нищета
{SMT_STATE_ICON_WAGES}				Жалованье ваших полководцев и агентов распределяется по всем поселениям в зависимости от размера, и эта сумма выплачивается отсюда.
{SMT_STATE_ICON_UPKEEP_NEW}				Общие расходы на содержание вашей армии распределяются по всем поселениям в зависимости от размера. Эта сумма выплачивается отсюда.

{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR}	Удерживать %d провинций, а также уничтожить или пережить следующую фракцию (или фракции):	¬ allows for just one faction listed after message
{SMT_BY}		Кем:
{SMT_ON}		Кому:
{SMT_ALLY}		Союзник:
{SMT_ENEMY}		Враг:

{SMT_REWARD_THROW_GAMES_DESCRIPTION}	За счет Сената будут проведены игры в вашу честь
{SMT_GOVERNOR_POLICY_STRONGHOLD}		Политика роста

{SMT_DIPLOMACY_OFFER_THREAT_OF_ATTACK}			Согласитесь, или мы атакуем
{SMT_DIPLOMACY_OFFER_DEMAND_NO_ATTACK}			Пожалуйста, не атакуйте
{SMT_GATES_OPEN_SETTLEMENT}			Ваши шпионы внедрились в это поселение\nСуществует %d%% шанс, что им удастся открыть ворота, если вы атакуете
{SMT_GATES_OPEN_FORT}				Ваши шпионы внедрились в этот форт\nСуществует %d%% шанс, что им удастся открыть ворота, если вы атакуете
{SMT_VICTORY_CONDITION_OUTLAST_SENATE}		Уничтожить или пережить Сенат

{SMT_ALLOW_BUILDING_TOOLTIP}				Передать ИИ управление всем строительством в данном поселении
{SMT_ALLOW_TROOP_PRODUCTION_TOOLTIP}			Передать ИИ управление наймом в данном поселении
{SMT_AUTOMANAGE_ALL_TOOLTIP}				Передать ИИ управление строительством и наймом во всех поселениях
{SMT_AUTOMANAGE_TAXES_TOOLTIP}				Передать ИИ управление налогообложением во всех поселениях

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 01/09/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_GATES_OPEN_SETTLEMENT_ACTUAL}			Ваши шпионы внедрились в это поселение\nКогда вы будете атаковать, они откроют ворота
{SMT_GATES_OPEN_FORT_ACTUAL}				Ваши шпионы внедрились в этот форт\nКогда вы будете атаковать, они откроют ворота

{SMT_GATES_OPEN_SETTLEMENT}			Ваши шпионы внедрились в это поселение.  Существует %d%% шанс, что им удастся открыть ворота, если вы атакуете.
{SMT_GATES_OPEN_FORT}				Ваши шпионы внедрились в этот форт.  Существует %d%% шанс, что им удастся открыть ворота, если вы атакуете.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 03/09/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_DESTROY_BUILDING}		Разрушить здание и вернуть часть его стоимости в казну
{SMT_MISSION_ATTACK_OUTLAW_FACTION_PROPOSAL}	Эта фракция объявлена вне закона. Сенат просит вас атаковать ее
{SMT_MISSION_BLOCKADE_SUCCESS}		Сенат отмечает, что блокада, о которой мы просили, установлена.
{SMT_DESERTED}			Покинут
{SMT_SELECTED_MERCENARIES}					Выбранные наемники (Общая стоимость: %d)
{SMT_DIED_TRAGIC}			Трагически погиб:
{SMT_DIED_BATTLE}			Погиб в бою:
{SMT_DIED_ASSASSINATED}		Пал жертвой наемного убийцы:
{SMT_EXECUTED}			Казнен:
{SMT_DIED}				Мирно скончался:
{SMT_BORN}				Родился:
{SMT_DIED_PLAGUE}			Умер от чумы:
{SMT_NEXT}				Дальше:
{SMT_1_YEAR_REMAINING}		(остался 1 год)
{SMT_X_YEARS_REMAINING}		(осталось %d лет)
{SMT_DEFEAT_BODY}			В 14 году н.э. умер Октавиан Август, первый император Рима. В своем завещании он передал Тиберию власть над Римом, как будто это просто другой вид имущества. Это ознаменовало конец Республики и основание империи. Вы добились многого, но вам все же не удалось сравниться с великим Августом. Вы можете продолжить эту кампанию или начать игру заново.
{SMT_DEFEAT}			Условия победы не выполнены
{SMT_PENALTY_CENSOR_INVESTIGATES_FACTION}					После допроса членов вашей фракции цензором, %S совершает самоубийство
{SMT_REGIONS_GAINED}						Регионов под контролем:
{SMT_VICTORY_CONDITION_IMPERATOR_DESCR}	Стать верховным властителем Рима и контролировать не менее 50 провинций
{SMT_AI_REINFORCEMENT}		Перевести эту армию под контроль ИИ
{SMT_REWARD_ONE_TRIARII_DESCRIPTION}	Вы получите в награду отряд триариев
{SMT_REWARD_TWO_TRIARII_DESCRIPTION}	Вы получите в награду два отряда триариев
{SMT_DISBAND}					Распустить отряд\nМорские отряды могут быть распущены только в родном порту\nРаспустить генералов нельзя.


¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			EXPANSION PACK TEXT BEGINS HERE!!!
¬*		ALL TEXT BELOW THIS LINE SHOULD BE EXPANSION ADDITIONS/CHANGES ONLY!!!
¬*
¬*¬***** Changes made after 05/01/2005 15:18:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{SMT_SHOW_FACTION_LISTS}	Показать свиток списков
{SMT_OCCUPY_SETTLEMENT}		Занять поселение
{SMT_RAZE_SETTLEMENT}		Разграбить поселение
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_1}	Удержать %d регионов, включая:
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_2}	. Пережить фракции:

{SMT_ESPIONAGE_IN_CARTHAGE_TITLE}				Создан Новый Завет
{SMT_A_NEW_RELIGION_TITLE}					Мученики Сасанидов
{SMT_ERUPTION_AT_ETNA_TITLE}					Мученичество святого Евсевия
{SMT_PLAGUE_IN_MACEDONIA_TITLE}				Первый (Никейский) Вселенский Собор
{SMT_STOIC_PHILOSOPHY_TITLE}					Уничтожен Серапеум
{SMT_HAND_PUMP_INVENTED_TITLE}					Последние Олимпийские Игры
{SMT_LIBRARIAN_AT_ALEXANDRIA_TITLE}				Карфагенский собор
{SMT_GREAT_LIBRARY_COMPLETED_TITLE}				Составлен Notitia Dignitarum
{SMT_THROUGH_A_GLASS_CLEARLY_TITLE}				Библия переведена на латынь
{SMT_ARCHIMEDES_SCREW_TITLE}					Исчезновение ересиарха Пелагия
{SMT_GREEK_LOGIC_TITLE}						Патрик приносит христианство в Ирландию
{SMT_STAR_CATALOGUE_TITLE}					Собор в Эфесе
{SMT_PLAGUE_IN_ALEXANDRIA_TITLE}				Кодекс Законов пересмотрен
{SMT_RITES_OF_BACCHUS_BANNED_TITLE}				Собор в Каледоне
{SMT_EARTHQUAKE_IN_PONTUS_TITLE}				Примат Папы
{SMT_CONCRETE_INVENTED_TITLE}					Появление славян
{SMT_ERUPTION_AT_VESUVIUS_TITLE}				Убийство языческого философа

{SMT_ESPIONAGE_IN_CARTHAGE_BODY}				Афанасий Александрийский завершил составление Нового Завета, представив канон из двадцати семи книг (остальные книги стали называть апокрифами). Ходят слухи, что Афанасий отбирал книги для включения в Завет, сообразуясь в первую очередь с политическими интересами Церкви, а не с истинной верой.
{SMT_A_NEW_RELIGION_BODY}					Пытаясь остановить распространение христианства в Армении, сасанидский правитель Шапур замучил многих христиан, включая Иосифа Персидского и восьмидесятилетнего епископа Хнаита. Полагают, что своими действиями он пытался бросить вызов Римской Империи, которая была не в силах помешать ему. Христиан пытали, а потом забили до смерти.
{SMT_ERUPTION_AT_ETNA_BODY}					Евсевий, епископ Самосаты в Сирии, принял мученическую смерть от куска черепицы, которым бросили в него во время христианской церемонии. Евсевий в 361 году бросил вызов императору Констанцию, приверженцу арианства, отказавшись передать ему документы Антиохийского Синода, несмотря на угрозу отсечения руки. Его решимость так потрясла Констанция, что он отпустил Евсевия целым и невредимым.
{SMT_PLAGUE_IN_MACEDONIA_BODY}				Иерархи христианской церкви собрались на собор в Константинополе, чтобы поставить точку в борьбе с арианством, еретическим учением жившего в III веке мистика Ария. Еще в 326 году арианство было объявлено преступлением, а все книги Ария уничтожены, однако идеи арианства о природе Христа были восприняты многими народами, в том числе и готами. Сейчас это лжеучение наконец-то подавлено совсем.
{SMT_STOIC_PHILOSOPHY_BODY}					Чтобы противостоять языческому влиянию в Александрии, епископ Александрийский разграбил языческие храмы и распорядился выставить награбленные сокровища в христианских церквях. В ответ на это вспыхнули волнения, и язычники забаррикадировались внутри Серапеума -- величественного храма, воздвигнутого в честь священного быка Аписа. Им разрешили уйти, но обещание оставить храм невредимым не было выполнено -- власти не вмешивались, когда толпа христиан разрушила здание до основания.
{SMT_HAND_PUMP_INVENTED_BODY}					История Олимпийских игр, которые проводились каждые четыре года в течение тысячи лет с лишним, подошла к концу, поскольку император объявил их языческим празднеством.
{SMT_LIBRARIAN_AT_ALEXANDRIA_BODY}				Церковный собор в Карфагене расширил догматы христианской церкви. После долгих споров иерархи постановили, что молящиеся за усопшего могут быть уверены: их молитвы будут услышаны небесами; кроме того, была принята концепция чистилища, где душа умершего может искупить некоторые не столь значительные грехи, в течение определенного времени претерпевая муки за дурные поступки.
{SMT_GREAT_LIBRARY_COMPLETED_BODY}				Составлен длинный перечень всех римских государственных и военных должностей. В Notitia Dignitatum упоминаются все государственные посты в обеих частях империи с указанием их полномочий и служебных обязанностей.
{SMT_THROUGH_A_GLASS_CLEARLY_BODY}				Иероним завершил перевод Ветхого и Нового Завета с арамейского и греческого языков на латынь. Этот труд получил название versio vulgata (Вульгата) и вскоре стал каноническим вариантом Библии, принятой католической церковью. К сожалению, Иероним очень торопился и сделал в переводе немало ошибок, которые впоследствии вылились в недоразумения и искажения.
{SMT_ARCHIMEDES_SCREW_BODY}					Пелагий, романо-британский монах и ученый, возможно, убит из-за своих еретических суждений. Он имел неосторожность оспорить точку зрения Августина, высказывая мысли о бытии и грехе, сходные с языческим учением стоиков. Однажды ему удалось обвинения в ереси, но на Карфагенском соборе Августина и Иероним добились его отлучения от церкви. Вскоре после отлучения он исчез. Дело явно нечисто...
